perfil_id,Student_ID,Major_Category,Year_of_Study,Year_Encoded,Prompt_Engineering_Skill,Prompt_Skill_Encoded
140125,140125,Medical,Graduate,5,Beginner,1
140126,140126,STEM,Freshman,1,Advanced,3
140127,140127,STEM,Senior,4,Intermediate,2
140128,140128,Humanities,Freshman,1,Intermediate,2
140129,140129,Medical,Senior,4,Advanced,3
140130,140130,Medical,Junior,3,Beginner,1
140131,140131,STEM,Junior,3,Intermediate,2
140132,140132,Humanities,Sophomore,2,Intermediate,2
140133,140133,Medical,Sophomore,2,Intermediate,2
140134,140134,Business,Junior,3,Beginner,1
140135,140135,Medical,Senior,4,Intermediate,2
140136,140136,Medical,Freshman,1,Beginner,1
140137,140137,STEM,Senior,4,Intermediate,2
140138,140138,Arts,Junior,3,Advanced,3
140139,140139,STEM,Junior,3,Advanced,3
140140,140140,Arts,Freshman,1,Beginner,1
140141,140141,Business,Freshman,1,Intermediate,2
140142,140142,Medical,Junior,3,Advanced,3
140143,140143,Medical,Graduate,5,Intermediate,2
140144,140144,STEM,Sophomore,2,Advanced,3
140145,140145,STEM,Freshman,1,Intermediate,2
140146,140146,Humanities,Junior,3,Intermediate,2
140147,140147,Medical,Freshman,1,Advanced,3
140148,140148,Arts,Sophomore,2,Advanced,3
140149,140149,Medical,Sophomore,2,Advanced,3
140150,140150,Business,Freshman,1,Intermediate,2
140151,140151,STEM,Senior,4,Advanced,3
140152,140152,STEM,Graduate,5,Beginner,1
140153,140153,STEM,Graduate,5,Intermediate,2
140154,140154,Business,Junior,3,Intermediate,2
140155,140155,Medical,Sophomore,2,Beginner,1
140156,140156,Humanities,Senior,4,Advanced,3
140157,140157,Medical,Senior,4,Intermediate,2
140158,140158,Humanities,Sophomore,2,Advanced,3
140159,140159,Humanities,Junior,3,Beginner,1
140160,140160,Business,Senior,4,Intermediate,2
140161,140161,Humanities,Freshman,1,Intermediate,2
140162,140162,Medical,Freshman,1,Intermediate,2
140163,140163,Humanities,Junior,3,Intermediate,2
140164,140164,STEM,Senior,4,Beginner,1
140165,140165,Arts,Junior,3,Intermediate,2
140166,140166,Medical,Junior,3,Advanced,3
140167,140167,Business,Sophomore,2,Intermediate,2
140168,140168,STEM,Senior,4,Advanced,3
140169,140169,STEM,Freshman,1,Advanced,3
140170,140170,STEM,Freshman,1,Intermediate,2
140171,140171,STEM,Junior,3,Beginner,1
140172,140172,Medical,Graduate,5,Intermediate,2
140173,140173,STEM,Senior,4,Intermediate,2
140174,140174,Humanities,Sophomore,2,Advanced,3
140175,140175,Business,Junior,3,Beginner,1
140176,140176,Arts,Senior,4,Advanced,3
140177,140177,STEM,Junior,3,Beginner,1
140178,140178,Humanities,Freshman,1,Advanced,3
140179,140179,STEM,Sophomore,2,Beginner,1
140180,140180,STEM,Sophomore,2,Intermediate,2
140181,140181,Humanities,Graduate,5,Beginner,1
140182,140182,Business,Sophomore,2,Beginner,1
140183,140183,STEM,Freshman,1,Intermediate,2
140184,140184,Humanities,Sophomore,2,Advanced,3
140185,140185,STEM,Freshman,1,Intermediate,2
140186,140186,Medical,Senior,4,Advanced,3
140187,140187,Business,Junior,3,Beginner,1
140188,140188,Arts,Junior,3,Advanced,3
140189,140189,STEM,Sophomore,2,Intermediate,2
140190,140190,Arts,Sophomore,2,Advanced,3
140191,140191,Humanities,Senior,4,Advanced,3
140192,140192,STEM,Freshman,1,Advanced,3
140193,140193,Arts,Freshman,1,Intermediate,2
140194,140194,Arts,Junior,3,Intermediate,2
140195,140195,Medical,Graduate,5,Advanced,3
140196,140196,Arts,Junior,3,Advanced,3
140197,140197,STEM,Senior,4,Beginner,1
140198,140198,Humanities,Graduate,5,Intermediate,2
140199,140199,Humanities,Freshman,1,Intermediate,2
140200,140200,STEM,Junior,3,Intermediate,2
140201,140201,Arts,Senior,4,Advanced,3
140202,140202,Business,Senior,4,Intermediate,2
140203,140203,Medical,Junior,3,Advanced,3
140204,140204,Business,Senior,4,Beginner,1
140205,140205,Business,Senior,4,Beginner,1
140206,140206,STEM,Junior,3,Beginner,1
140207,140207,STEM,Freshman,1,Advanced,3
140208,140208,Arts,Junior,3,Advanced,3
140209,140209,Medical,Freshman,1,Intermediate,2
140210,140210,Humanities,Sophomore,2,Intermediate,2
140211,140211,Arts,Senior,4,Advanced,3
140212,140212,Business,Junior,3,Beginner,1
140213,140213,Medical,Senior,4,Beginner,1
140214,140214,STEM,Sophomore,2,Beginner,1
140215,140215,Business,Graduate,5,Beginner,1
140216,140216,Humanities,Junior,3,Advanced,3
140217,140217,Business,Junior,3,Beginner,1
140218,140218,STEM,Freshman,1,Beginner,1
140219,140219,Humanities,Junior,3,Advanced,3
140220,140220,Business,Sophomore,2,Intermediate,2
140221,140221,STEM,Senior,4,Intermediate,2
140222,140222,Business,Senior,4,Beginner,1
140223,140223,Business,Freshman,1,Advanced,3
140224,140224,Medical,Junior,3,Beginner,1
140225,140225,Humanities,Freshman,1,Intermediate,2
140226,140226,STEM,Junior,3,Beginner,1
140227,140227,Humanities,Graduate,5,Advanced,3
140228,140228,STEM,Graduate,5,Advanced,3
140229,140229,Business,Sophomore,2,Advanced,3
140230,140230,STEM,Freshman,1,Advanced,3
140231,140231,Humanities,Senior,4,Beginner,1
140232,140232,STEM,Junior,3,Beginner,1
140233,140233,STEM,Junior,3,Intermediate,2
140234,140234,Medical,Senior,4,Beginner,1
140235,140235,Medical,Sophomore,2,Advanced,3
140236,140236,Business,Sophomore,2,Intermediate,2
140237,140237,STEM,Junior,3,Beginner,1
140238,140238,Medical,Sophomore,2,Advanced,3
140239,140239,Medical,Junior,3,Beginner,1
140240,140240,Arts,Junior,3,Intermediate,2
140241,140241,Business,Freshman,1,Intermediate,2
140242,140242,STEM,Freshman,1,Advanced,3
140243,140243,STEM,Senior,4,Intermediate,2
140244,140244,Medical,Senior,4,Beginner,1
140245,140245,Medical,Junior,3,Intermediate,2
140246,140246,Humanities,Freshman,1,Advanced,3
140247,140247,Humanities,Junior,3,Intermediate,2
140248,140248,Business,Freshman,1,Beginner,1
140249,140249,Arts,Graduate,5,Advanced,3
140250,140250,Business,Senior,4,Beginner,1
140251,140251,Business,Freshman,1,Beginner,1
140252,140252,STEM,Freshman,1,Intermediate,2
140253,140253,STEM,Graduate,5,Intermediate,2
140254,140254,Business,Freshman,1,Beginner,1
140255,140255,Arts,Graduate,5,Beginner,1
140256,140256,STEM,Graduate,5,Intermediate,2
140257,140257,STEM,Sophomore,2,Advanced,3
140258,140258,Business,Junior,3,Intermediate,2
140259,140259,Humanities,Senior,4,Beginner,1
140260,140260,Business,Junior,3,Intermediate,2
140261,140261,Business,Freshman,1,Advanced,3
140262,140262,Arts,Junior,3,Intermediate,2
140263,140263,Arts,Sophomore,2,Beginner,1
140264,140264,STEM,Freshman,1,Beginner,1
140265,140265,Business,Junior,3,Beginner,1
140266,140266,STEM,Sophomore,2,Intermediate,2
140267,140267,Arts,Freshman,1,Advanced,3
140268,140268,Arts,Graduate,5,Advanced,3
140269,140269,STEM,Freshman,1,Intermediate,2
140270,140270,STEM,Graduate,5,Beginner,1
140271,140271,STEM,Freshman,1,Advanced,3
140272,140272,Business,Freshman,1,Beginner,1
140273,140273,STEM,Freshman,1,Intermediate,2
140274,140274,Business,Junior,3,Advanced,3
140275,140275,Business,Junior,3,Beginner,1
140276,140276,Business,Graduate,5,Beginner,1
140277,140277,Medical,Senior,4,Beginner,1
140278,140278,Humanities,Freshman,1,Advanced,3
140279,140279,Medical,Freshman,1,Advanced,3
140280,140280,STEM,Freshman,1,Advanced,3
140281,140281,STEM,Senior,4,Beginner,1
140282,140282,Humanities,Freshman,1,Advanced,3
140283,140283,Business,Freshman,1,Advanced,3
140284,140284,STEM,Junior,3,Intermediate,2
140285,140285,Business,Freshman,1,Intermediate,2
140286,140286,Humanities,Freshman,1,Beginner,1
140287,140287,Medical,Sophomore,2,Intermediate,2
140288,140288,Business,Sophomore,2,Beginner,1
140289,140289,Business,Freshman,1,Beginner,1
140290,140290,Medical,Senior,4,Advanced,3
140291,140291,Arts,Senior,4,Beginner,1
140292,140292,Humanities,Sophomore,2,Beginner,1
140293,140293,Humanities,Senior,4,Beginner,1
140294,140294,Business,Sophomore,2,Advanced,3
140295,140295,STEM,Graduate,5,Advanced,3
140296,140296,STEM,Sophomore,2,Advanced,3
140297,140297,Humanities,Senior,4,Intermediate,2
140298,140298,Arts,Sophomore,2,Intermediate,2
140299,140299,STEM,Junior,3,Beginner,1
140300,140300,STEM,Senior,4,Intermediate,2
140301,140301,STEM,Sophomore,2,Intermediate,2
140302,140302,Business,Senior,4,Beginner,1
140303,140303,Business,Freshman,1,Beginner,1
140304,140304,Business,Junior,3,Beginner,1
140305,140305,Humanities,Sophomore,2,Beginner,1
140306,140306,Medical,Graduate,5,Intermediate,2
140307,140307,Humanities,Senior,4,Intermediate,2
140308,140308,Business,Junior,3,Advanced,3
140309,140309,Medical,Junior,3,Intermediate,2
140310,140310,Medical,Senior,4,Intermediate,2
140311,140311,Business,Senior,4,Beginner,1
140312,140312,Medical,Senior,4,Beginner,1
140313,140313,Business,Junior,3,Advanced,3
140314,140314,Humanities,Graduate,5,Intermediate,2
140315,140315,Humanities,Freshman,1,Beginner,1
140316,140316,Business,Graduate,5,Advanced,3
140317,140317,Business,Junior,3,Intermediate,2
140318,140318,Humanities,Junior,3,Beginner,1
140319,140319,Medical,Graduate,5,Beginner,1
140320,140320,Humanities,Junior,3,Advanced,3
140321,140321,STEM,Senior,4,Advanced,3
140322,140322,STEM,Junior,3,Beginner,1
140323,140323,Medical,Graduate,5,Advanced,3
140324,140324,Arts,Junior,3,Beginner,1
140325,140325,Business,Sophomore,2,Beginner,1
140326,140326,Arts,Junior,3,Advanced,3
140327,140327,Arts,Graduate,5,Beginner,1
140328,140328,Medical,Junior,3,Intermediate,2
140329,140329,Humanities,Freshman,1,Intermediate,2
140330,140330,Business,Junior,3,Intermediate,2
140331,140331,STEM,Sophomore,2,Advanced,3
140332,140332,Medical,Senior,4,Beginner,1
140333,140333,Medical,Sophomore,2,Beginner,1
140334,140334,Arts,Sophomore,2,Beginner,1
140335,140335,Humanities,Junior,3,Intermediate,2
140336,140336,Humanities,Freshman,1,Beginner,1
140337,140337,Humanities,Freshman,1,Intermediate,2
140338,140338,STEM,Senior,4,Intermediate,2
140339,140339,Business,Graduate,5,Advanced,3
140340,140340,STEM,Graduate,5,Intermediate,2
140341,140341,Medical,Graduate,5,Advanced,3
140342,140342,Humanities,Graduate,5,Beginner,1
140343,140343,Medical,Senior,4,Beginner,1
140344,140344,Business,Senior,4,Intermediate,2
140345,140345,STEM,Sophomore,2,Intermediate,2
140346,140346,STEM,Junior,3,Intermediate,2
140347,140347,Medical,Sophomore,2,Beginner,1
140348,140348,Arts,Senior,4,Intermediate,2
140349,140349,STEM,Junior,3,Intermediate,2
140350,140350,STEM,Sophomore,2,Advanced,3
140351,140351,Business,Senior,4,Intermediate,2
140352,140352,Humanities,Senior,4,Advanced,3
140353,140353,STEM,Sophomore,2,Intermediate,2
140354,140354,Business,Sophomore,2,Intermediate,2
140355,140355,Business,Graduate,5,Intermediate,2
140356,140356,Humanities,Senior,4,Intermediate,2
140357,140357,Medical,Senior,4,Beginner,1
140358,140358,Business,Senior,4,Beginner,1
140359,140359,Medical,Freshman,1,Intermediate,2
140360,140360,STEM,Junior,3,Advanced,3
140361,140361,STEM,Sophomore,2,Beginner,1
140362,140362,STEM,Freshman,1,Intermediate,2
140363,140363,Humanities,Senior,4,Beginner,1
140364,140364,Medical,Sophomore,2,Intermediate,2
140365,140365,Medical,Sophomore,2,Intermediate,2
140366,140366,Arts,Junior,3,Beginner,1
140367,140367,Business,Senior,4,Intermediate,2
140368,140368,Arts,Junior,3,Advanced,3
140369,140369,Business,Junior,3,Intermediate,2
140370,140370,STEM,Senior,4,Intermediate,2
140371,140371,Business,Freshman,1,Intermediate,2
140372,140372,Business,Freshman,1,Intermediate,2
140373,140373,STEM,Senior,4,Intermediate,2
140374,140374,STEM,Junior,3,Intermediate,2
140375,140375,STEM,Freshman,1,Intermediate,2
140376,140376,Business,Junior,3,Intermediate,2
140377,140377,STEM,Senior,4,Beginner,1
140378,140378,Business,Senior,4,Intermediate,2
140379,140379,Humanities,Junior,3,Intermediate,2
140380,140380,Humanities,Freshman,1,Beginner,1
140381,140381,Arts,Sophomore,2,Beginner,1
140382,140382,Business,Sophomore,2,Beginner,1
140383,140383,Humanities,Senior,4,Beginner,1
140384,140384,Medical,Junior,3,Beginner,1
140385,140385,Humanities,Senior,4,Advanced,3
140386,140386,Arts,Graduate,5,Beginner,1
140387,140387,Business,Junior,3,Beginner,1
140388,140388,STEM,Sophomore,2,Intermediate,2
140389,140389,Business,Freshman,1,Advanced,3
140390,140390,STEM,Freshman,1,Intermediate,2
140391,140391,STEM,Freshman,1,Advanced,3
140392,140392,STEM,Sophomore,2,Advanced,3
140393,140393,STEM,Sophomore,2,Intermediate,2
140394,140394,Business,Senior,4,Beginner,1
140395,140395,Arts,Freshman,1,Intermediate,2
140396,140396,Arts,Junior,3,Advanced,3
140397,140397,STEM,Freshman,1,Intermediate,2
140398,140398,Business,Sophomore,2,Intermediate,2
140399,140399,STEM,Freshman,1,Advanced,3
140400,140400,Business,Senior,4,Intermediate,2
140401,140401,Medical,Sophomore,2,Advanced,3
140402,140402,STEM,Junior,3,Advanced,3
140403,140403,Medical,Senior,4,Advanced,3
140404,140404,Arts,Graduate,5,Advanced,3
140405,140405,Arts,Junior,3,Advanced,3
140406,140406,Business,Senior,4,Intermediate,2
140407,140407,Arts,Senior,4,Intermediate,2
140408,140408,Medical,Sophomore,2,Intermediate,2
140409,140409,Arts,Senior,4,Advanced,3
140410,140410,Humanities,Senior,4,Beginner,1
140411,140411,Business,Junior,3,Advanced,3
140412,140412,Humanities,Sophomore,2,Beginner,1
140413,140413,Medical,Graduate,5,Advanced,3
140414,140414,Medical,Graduate,5,Advanced,3
140415,140415,Business,Senior,4,Beginner,1
140416,140416,Arts,Sophomore,2,Beginner,1
140417,140417,Medical,Senior,4,Advanced,3
140418,140418,STEM,Senior,4,Advanced,3
140419,140419,Business,Junior,3,Advanced,3
140420,140420,Humanities,Freshman,1,Advanced,3
140421,140421,Arts,Graduate,5,Beginner,1
140422,140422,Humanities,Sophomore,2,Advanced,3
140423,140423,Business,Sophomore,2,Intermediate,2
140424,140424,Humanities,Sophomore,2,Advanced,3
140425,140425,STEM,Freshman,1,Beginner,1
140426,140426,STEM,Freshman,1,Advanced,3
140427,140427,STEM,Graduate,5,Intermediate,2
140428,140428,STEM,Senior,4,Advanced,3
140429,140429,Business,Freshman,1,Beginner,1
140430,140430,Business,Senior,4,Beginner,1
140431,140431,STEM,Freshman,1,Advanced,3
140432,140432,Business,Senior,4,Beginner,1
140433,140433,Business,Junior,3,Advanced,3
140434,140434,STEM,Graduate,5,Advanced,3
140435,140435,Humanities,Junior,3,Intermediate,2
140436,140436,Arts,Senior,4,Beginner,1
140437,140437,STEM,Freshman,1,Advanced,3
140438,140438,STEM,Graduate,5,Advanced,3
140439,140439,Medical,Junior,3,Beginner,1
140440,140440,Business,Sophomore,2,Intermediate,2
140441,140441,Humanities,Freshman,1,Intermediate,2
140442,140442,Business,Senior,4,Advanced,3
140443,140443,Arts,Senior,4,Advanced,3
140444,140444,Arts,Freshman,1,Advanced,3
140445,140445,Humanities,Freshman,1,Beginner,1
140446,140446,Humanities,Sophomore,2,Advanced,3
140447,140447,Business,Graduate,5,Beginner,1
140448,140448,STEM,Graduate,5,Beginner,1
140449,140449,Medical,Senior,4,Beginner,1
140450,140450,Humanities,Freshman,1,Intermediate,2
140451,140451,Humanities,Graduate,5,Advanced,3
140452,140452,Medical,Freshman,1,Intermediate,2
140453,140453,STEM,Graduate,5,Intermediate,2
140454,140454,STEM,Sophomore,2,Intermediate,2
140455,140455,Business,Senior,4,Beginner,1
140456,140456,Humanities,Freshman,1,Advanced,3
140457,140457,Arts,Freshman,1,Intermediate,2
140458,140458,STEM,Junior,3,Beginner,1
140459,140459,Humanities,Freshman,1,Beginner,1
140460,140460,STEM,Sophomore,2,Advanced,3
140461,140461,Business,Senior,4,Intermediate,2
140462,140462,STEM,Senior,4,Advanced,3
140463,140463,Humanities,Sophomore,2,Intermediate,2
140464,140464,Arts,Freshman,1,Intermediate,2
140465,140465,Medical,Sophomore,2,Intermediate,2
140466,140466,Business,Senior,4,Intermediate,2
140467,140467,Humanities,Sophomore,2,Intermediate,2
140468,140468,Business,Sophomore,2,Advanced,3
140469,140469,Business,Freshman,1,Beginner,1
140470,140470,Medical,Junior,3,Advanced,3
140471,140471,Medical,Junior,3,Advanced,3
140472,140472,Medical,Junior,3,Beginner,1
140473,140473,Arts,Senior,4,Intermediate,2
140474,140474,STEM,Graduate,5,Intermediate,2
140475,140475,Business,Senior,4,Advanced,3
140476,140476,Arts,Junior,3,Beginner,1
140477,140477,Medical,Graduate,5,Advanced,3
140478,140478,Medical,Sophomore,2,Advanced,3
140479,140479,Business,Senior,4,Advanced,3
140480,140480,Business,Junior,3,Intermediate,2
140481,140481,STEM,Senior,4,Beginner,1
140482,140482,Business,Junior,3,Beginner,1
140483,140483,Humanities,Junior,3,Intermediate,2
140484,140484,Medical,Junior,3,Intermediate,2
140485,140485,Medical,Freshman,1,Advanced,3
140486,140486,Arts,Graduate,5,Beginner,1
140487,140487,STEM,Graduate,5,Advanced,3
140488,140488,Humanities,Senior,4,Intermediate,2
140489,140489,Business,Sophomore,2,Beginner,1
140490,140490,STEM,Sophomore,2,Beginner,1
140491,140491,STEM,Freshman,1,Beginner,1
140492,140492,Medical,Freshman,1,Advanced,3
140493,140493,STEM,Junior,3,Intermediate,2
140494,140494,STEM,Freshman,1,Beginner,1
140495,140495,Business,Freshman,1,Intermediate,2
140496,140496,Medical,Sophomore,2,Advanced,3
140497,140497,Arts,Sophomore,2,Intermediate,2
140498,140498,Medical,Junior,3,Intermediate,2
140499,140499,Arts,Sophomore,2,Beginner,1
140500,140500,Humanities,Graduate,5,Intermediate,2
140501,140501,Medical,Graduate,5,Beginner,1
140502,140502,Humanities,Freshman,1,Intermediate,2
140503,140503,Humanities,Graduate,5,Beginner,1
140504,140504,Humanities,Freshman,1,Intermediate,2
140505,140505,Arts,Sophomore,2,Beginner,1
140506,140506,Medical,Senior,4,Beginner,1
140507,140507,Humanities,Senior,4,Advanced,3
140508,140508,Humanities,Freshman,1,Beginner,1
140509,140509,Medical,Senior,4,Advanced,3
140510,140510,STEM,Senior,4,Intermediate,2
140511,140511,Arts,Graduate,5,Intermediate,2
140512,140512,Humanities,Graduate,5,Beginner,1
140513,140513,Humanities,Graduate,5,Intermediate,2
140514,140514,Humanities,Junior,3,Intermediate,2
140515,140515,Humanities,Senior,4,Advanced,3
140516,140516,Arts,Graduate,5,Beginner,1
140517,140517,Medical,Freshman,1,Intermediate,2
140518,140518,Humanities,Senior,4,Advanced,3
140519,140519,Arts,Freshman,1,Intermediate,2
140520,140520,Business,Graduate,5,Beginner,1
140521,140521,Humanities,Freshman,1,Advanced,3
140522,140522,Business,Junior,3,Advanced,3
140523,140523,Business,Junior,3,Intermediate,2
140524,140524,STEM,Sophomore,2,Beginner,1
140525,140525,Humanities,Senior,4,Beginner,1
140526,140526,Medical,Sophomore,2,Advanced,3
140527,140527,Business,Sophomore,2,Beginner,1
140528,140528,Humanities,Freshman,1,Beginner,1
140529,140529,STEM,Senior,4,Advanced,3
140530,140530,STEM,Freshman,1,Intermediate,2
140531,140531,Humanities,Graduate,5,Advanced,3
140532,140532,STEM,Sophomore,2,Beginner,1
140533,140533,STEM,Junior,3,Advanced,3
140534,140534,Humanities,Junior,3,Beginner,1
140535,140535,Business,Senior,4,Beginner,1
140536,140536,STEM,Sophomore,2,Advanced,3
140537,140537,STEM,Senior,4,Advanced,3
140538,140538,STEM,Senior,4,Beginner,1
140539,140539,STEM,Sophomore,2,Beginner,1
140540,140540,STEM,Freshman,1,Beginner,1
140541,140541,Business,Junior,3,Beginner,1
140542,140542,Humanities,Graduate,5,Advanced,3
140543,140543,Humanities,Freshman,1,Intermediate,2
140544,140544,Arts,Senior,4,Intermediate,2
140545,140545,Business,Senior,4,Beginner,1
140546,140546,STEM,Freshman,1,Advanced,3
140547,140547,STEM,Junior,3,Intermediate,2
140548,140548,Medical,Junior,3,Beginner,1
140549,140549,Medical,Senior,4,Intermediate,2
140550,140550,STEM,Graduate,5,Beginner,1
140551,140551,STEM,Graduate,5,Beginner,1
140552,140552,Humanities,Sophomore,2,Beginner,1
140553,140553,Humanities,Freshman,1,Intermediate,2
140554,140554,Humanities,Freshman,1,Intermediate,2
140555,140555,Business,Graduate,5,Beginner,1
140556,140556,STEM,Graduate,5,Advanced,3
140557,140557,STEM,Senior,4,Intermediate,2
140558,140558,Business,Graduate,5,Beginner,1
140559,140559,Medical,Sophomore,2,Beginner,1
140560,140560,STEM,Senior,4,Beginner,1
140561,140561,Business,Junior,3,Advanced,3
140562,140562,Humanities,Senior,4,Intermediate,2
140563,140563,STEM,Junior,3,Intermediate,2
140564,140564,Arts,Senior,4,Intermediate,2
140565,140565,Humanities,Sophomore,2,Intermediate,2
140566,140566,Business,Graduate,5,Advanced,3
140567,140567,Humanities,Freshman,1,Advanced,3
140568,140568,STEM,Senior,4,Intermediate,2
140569,140569,Business,Senior,4,Beginner,1
140570,140570,Humanities,Junior,3,Advanced,3
140571,140571,STEM,Sophomore,2,Advanced,3
140572,140572,Business,Junior,3,Beginner,1
140573,140573,STEM,Junior,3,Intermediate,2
140574,140574,STEM,Freshman,1,Intermediate,2
140575,140575,Arts,Senior,4,Beginner,1
140576,140576,STEM,Sophomore,2,Beginner,1
140577,140577,Business,Senior,4,Beginner,1
140578,140578,Medical,Freshman,1,Intermediate,2
140579,140579,STEM,Junior,3,Intermediate,2
140580,140580,Humanities,Senior,4,Beginner,1
140581,140581,Business,Graduate,5,Beginner,1
140582,140582,Humanities,Sophomore,2,Intermediate,2
140583,140583,Business,Junior,3,Intermediate,2
140584,140584,Humanities,Freshman,1,Intermediate,2
140585,140585,STEM,Senior,4,Advanced,3
140586,140586,STEM,Graduate,5,Advanced,3
140587,140587,Business,Graduate,5,Intermediate,2
140588,140588,STEM,Graduate,5,Advanced,3
140589,140589,Arts,Sophomore,2,Beginner,1
140590,140590,Business,Senior,4,Intermediate,2
140591,140591,STEM,Sophomore,2,Intermediate,2
140592,140592,STEM,Senior,4,Intermediate,2
140593,140593,STEM,Sophomore,2,Intermediate,2
140594,140594,Business,Junior,3,Beginner,1
140595,140595,Arts,Freshman,1,Beginner,1
140596,140596,STEM,Graduate,5,Beginner,1
140597,140597,STEM,Junior,3,Intermediate,2
140598,140598,Humanities,Senior,4,Intermediate,2
140599,140599,STEM,Senior,4,Intermediate,2
140600,140600,Business,Sophomore,2,Intermediate,2
140601,140601,Humanities,Senior,4,Beginner,1
140602,140602,Humanities,Senior,4,Intermediate,2
140603,140603,Business,Junior,3,Advanced,3
140604,140604,Humanities,Graduate,5,Advanced,3
140605,140605,Humanities,Freshman,1,Beginner,1
140606,140606,STEM,Sophomore,2,Advanced,3
140607,140607,Business,Freshman,1,Advanced,3
140608,140608,Humanities,Sophomore,2,Beginner,1
140609,140609,STEM,Graduate,5,Advanced,3
140610,140610,STEM,Junior,3,Intermediate,2
140611,140611,STEM,Sophomore,2,Intermediate,2
140612,140612,STEM,Senior,4,Advanced,3
140613,140613,Humanities,Freshman,1,Beginner,1
140614,140614,STEM,Sophomore,2,Intermediate,2
140615,140615,Humanities,Junior,3,Intermediate,2
140616,140616,Humanities,Junior,3,Advanced,3
140617,140617,Business,Senior,4,Advanced,3
140618,140618,Business,Freshman,1,Intermediate,2
140619,140619,Humanities,Sophomore,2,Intermediate,2
140620,140620,STEM,Junior,3,Intermediate,2
140621,140621,STEM,Sophomore,2,Beginner,1
140622,140622,STEM,Junior,3,Beginner,1
140623,140623,Humanities,Graduate,5,Beginner,1
140624,140624,STEM,Graduate,5,Beginner,1
140625,140625,Humanities,Senior,4,Beginner,1
140626,140626,Medical,Freshman,1,Intermediate,2
140627,140627,STEM,Senior,4,Beginner,1
140628,140628,Medical,Junior,3,Advanced,3
140629,140629,Arts,Graduate,5,Beginner,1
140630,140630,Arts,Junior,3,Intermediate,2
140631,140631,Arts,Freshman,1,Intermediate,2
140632,140632,STEM,Sophomore,2,Beginner,1
140633,140633,STEM,Sophomore,2,Advanced,3
140634,140634,STEM,Sophomore,2,Beginner,1
140635,140635,STEM,Senior,4,Beginner,1
140636,140636,Humanities,Sophomore,2,Advanced,3
140637,140637,Arts,Freshman,1,Intermediate,2
140638,140638,STEM,Junior,3,Advanced,3
140639,140639,STEM,Junior,3,Advanced,3
140640,140640,Business,Freshman,1,Beginner,1
140641,140641,STEM,Sophomore,2,Intermediate,2
140642,140642,Humanities,Freshman,1,Advanced,3
140643,140643,STEM,Senior,4,Advanced,3
140644,140644,Arts,Graduate,5,Advanced,3
140645,140645,Business,Junior,3,Advanced,3
140646,140646,Business,Junior,3,Intermediate,2
140647,140647,STEM,Senior,4,Intermediate,2
140648,140648,Medical,Freshman,1,Advanced,3
140649,140649,Humanities,Freshman,1,Beginner,1
140650,140650,Business,Senior,4,Beginner,1
140651,140651,Medical,Senior,4,Advanced,3
140652,140652,Business,Junior,3,Intermediate,2
140653,140653,Business,Graduate,5,Advanced,3
140654,140654,STEM,Sophomore,2,Intermediate,2
140655,140655,Humanities,Junior,3,Intermediate,2
140656,140656,Arts,Graduate,5,Advanced,3
140657,140657,STEM,Graduate,5,Intermediate,2
140658,140658,Medical,Freshman,1,Intermediate,2
140659,140659,Business,Sophomore,2,Intermediate,2
140660,140660,Humanities,Senior,4,Intermediate,2
140661,140661,Business,Freshman,1,Advanced,3
140662,140662,STEM,Graduate,5,Intermediate,2
140663,140663,STEM,Junior,3,Advanced,3
140664,140664,STEM,Freshman,1,Intermediate,2
140665,140665,Humanities,Junior,3,Beginner,1
140666,140666,Medical,Junior,3,Beginner,1
140667,140667,Humanities,Sophomore,2,Intermediate,2
140668,140668,Business,Junior,3,Advanced,3
140669,140669,STEM,Graduate,5,Advanced,3
140670,140670,Business,Sophomore,2,Beginner,1
140671,140671,Business,Graduate,5,Intermediate,2
140672,140672,Humanities,Senior,4,Beginner,1
140673,140673,Medical,Graduate,5,Beginner,1
140674,140674,Medical,Freshman,1,Intermediate,2
140675,140675,Business,Junior,3,Intermediate,2
140676,140676,Medical,Junior,3,Intermediate,2
140677,140677,Business,Freshman,1,Beginner,1
140678,140678,Arts,Junior,3,Beginner,1
140679,140679,Humanities,Graduate,5,Intermediate,2
140680,140680,STEM,Freshman,1,Intermediate,2
140681,140681,Medical,Senior,4,Beginner,1
140682,140682,STEM,Graduate,5,Intermediate,2
140683,140683,STEM,Junior,3,Beginner,1
140684,140684,STEM,Sophomore,2,Beginner,1
140685,140685,Humanities,Junior,3,Beginner,1
140686,140686,STEM,Junior,3,Intermediate,2
140687,140687,Business,Freshman,1,Intermediate,2
140688,140688,Medical,Freshman,1,Intermediate,2
140689,140689,STEM,Senior,4,Intermediate,2
140690,140690,Arts,Junior,3,Beginner,1
140691,140691,STEM,Sophomore,2,Intermediate,2
140692,140692,STEM,Graduate,5,Beginner,1
140693,140693,Business,Senior,4,Advanced,3
140694,140694,Medical,Sophomore,2,Advanced,3
140695,140695,STEM,Junior,3,Advanced,3
140696,140696,Humanities,Senior,4,Advanced,3
140697,140697,STEM,Senior,4,Advanced,3
140698,140698,Medical,Sophomore,2,Intermediate,2
140699,140699,STEM,Senior,4,Beginner,1
140700,140700,Humanities,Sophomore,2,Advanced,3
140701,140701,Medical,Junior,3,Beginner,1
140702,140702,Business,Senior,4,Advanced,3
