uso_ia_id,Student_ID,Weekly_GenAI_Hours,Nivel_Uso_IA,Uso_IA_Encoded,Primary_Use_Case,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours
140036,140036,6.84,Medio,1,Copywriting/Drafting,3,1,9.16
140037,140037,36.0,Alto,2,Ideation,2,1,11.39
140038,140038,0.2,Bajo,0,Summarizing_Reading,1,0,11.33
140039,140039,3.64,Bajo,0,Copywriting/Drafting,2,0,10.96
140040,140040,6.79,Medio,1,Ideation,1,0,1.0
140041,140041,39.68,Alto,2,Ideation,2,0,13.35
140042,140042,1.27,Bajo,0,Ideation,2,0,17.78
140043,140043,9.98,Medio,1,Ideation,4,1,13.01
140044,140044,3.3,Bajo,0,Debugging/Troubleshooting,1,1,23.09
140045,140045,10.34,Medio,1,Debugging/Troubleshooting,2,1,14.24
140046,140046,2.93,Bajo,0,Summarizing_Reading,1,0,11.69
140047,140047,1.59,Bajo,0,Debugging/Troubleshooting,3,0,6.67
140048,140048,8.69,Medio,1,Copywriting/Drafting,3,0,1.52
140049,140049,4.8,Bajo,0,Copywriting/Drafting,5,0,1.15
140050,140050,4.1,Bajo,0,Debugging/Troubleshooting,3,0,3.33
140051,140051,2.45,Bajo,0,Ideation,1,1,15.37
140052,140052,2.78,Bajo,0,Debugging/Troubleshooting,1,0,1.0
140053,140053,3.43,Bajo,0,Direct_Answer_Generation,3,0,14.57
140054,140054,15.43,Alto,2,Debugging/Troubleshooting,3,1,13.09
140055,140055,0.83,Bajo,0,Ideation,2,1,12.44
140056,140056,14.7,Medio,1,Ideation,4,0,11.83
140057,140057,7.31,Medio,1,Copywriting/Drafting,4,0,8.01
140058,140058,27.65,Alto,2,Debugging/Troubleshooting,3,0,14.02
140059,140059,9.45,Medio,1,Copywriting/Drafting,1,0,10.08
140060,140060,6.04,Medio,1,Copywriting/Drafting,3,0,14.35
140061,140061,3.01,Bajo,0,Direct_Answer_Generation,2,1,12.72
140062,140062,13.44,Medio,1,Direct_Answer_Generation,3,1,9.74
140063,140063,5.8,Medio,1,Debugging/Troubleshooting,4,1,12.23
140064,140064,1.35,Bajo,0,Direct_Answer_Generation,5,1,14.08
140065,140065,6.03,Medio,1,Debugging/Troubleshooting,3,0,15.91
140066,140066,38.0,Alto,2,Debugging/Troubleshooting,2,0,4.72
140067,140067,2.68,Bajo,0,Summarizing_Reading,1,1,18.21
140068,140068,5.31,Medio,1,Copywriting/Drafting,2,1,13.48
140069,140069,1.17,Bajo,0,Copywriting/Drafting,4,0,9.6
140070,140070,6.36,Medio,1,Direct_Answer_Generation,3,0,15.83
140071,140071,0.5,Bajo,0,Debugging/Troubleshooting,2,0,4.64
140072,140072,3.46,Bajo,0,Copywriting/Drafting,2,1,15.63
140073,140073,5.28,Medio,1,Summarizing_Reading,5,0,10.74
140074,140074,4.79,Bajo,0,Copywriting/Drafting,3,1,9.81
140075,140075,13.37,Medio,1,Summarizing_Reading,3,0,7.35
140076,140076,12.15,Medio,1,Ideation,1,1,7.53
140077,140077,8.65,Medio,1,Debugging/Troubleshooting,2,0,2.55
140078,140078,22.8,Alto,2,Summarizing_Reading,4,1,14.78
140079,140079,29.97,Alto,2,Debugging/Troubleshooting,5,1,15.98
140080,140080,8.75,Medio,1,Copywriting/Drafting,5,1,8.65
140081,140081,11.12,Medio,1,Copywriting/Drafting,3,0,11.5
140082,140082,6.37,Medio,1,Copywriting/Drafting,4,0,15.09
140083,140083,15.15,Alto,2,Direct_Answer_Generation,3,1,1.96
140084,140084,1.94,Bajo,0,Direct_Answer_Generation,3,0,15.7
140085,140085,38.0,Alto,2,Summarizing_Reading,2,1,7.62
140086,140086,14.74,Medio,1,Copywriting/Drafting,4,1,11.67
140087,140087,12.21,Medio,1,Copywriting/Drafting,1,0,18.13
140088,140088,11.0,Medio,1,Debugging/Troubleshooting,3,1,13.58
140089,140089,19.32,Alto,2,Summarizing_Reading,4,1,14.08
140090,140090,6.04,Medio,1,Summarizing_Reading,4,1,1.0
140091,140091,1.07,Bajo,0,Direct_Answer_Generation,2,0,18.16
140092,140092,2.94,Bajo,0,Debugging/Troubleshooting,2,0,11.65
140093,140093,6.34,Medio,1,Direct_Answer_Generation,3,0,14.23
140094,140094,2.95,Bajo,0,Copywriting/Drafting,3,0,2.29
140095,140095,7.86,Medio,1,Ideation,1,1,22.4
140096,140096,2.0,Bajo,0,Copywriting/Drafting,3,1,13.93
140097,140097,3.58,Bajo,0,Summarizing_Reading,3,0,10.06
140098,140098,22.22,Alto,2,Debugging/Troubleshooting,5,1,11.35
140099,140099,9.43,Medio,1,Direct_Answer_Generation,2,1,6.92
140100,140100,1.5,Bajo,0,Direct_Answer_Generation,3,0,18.98
140101,140101,1.19,Bajo,0,Ideation,2,0,13.42
140102,140102,23.58,Alto,2,Summarizing_Reading,4,1,12.03
140103,140103,14.46,Medio,1,Debugging/Troubleshooting,2,1,11.19
140104,140104,3.99,Bajo,0,Debugging/Troubleshooting,3,1,6.84
140105,140105,9.61,Medio,1,Copywriting/Drafting,5,0,9.04
140106,140106,5.13,Medio,1,Summarizing_Reading,3,0,12.94
140107,140107,0.69,Bajo,0,Debugging/Troubleshooting,3,1,18.02
140108,140108,13.62,Medio,1,Direct_Answer_Generation,2,0,6.59
140109,140109,5.73,Medio,1,Summarizing_Reading,3,1,16.07
140110,140110,14.68,Medio,1,Debugging/Troubleshooting,1,1,6.66
140111,140111,4.09,Bajo,0,Copywriting/Drafting,2,0,1.87
140112,140112,5.55,Medio,1,Debugging/Troubleshooting,1,1,6.89
140113,140113,3.03,Bajo,0,Direct_Answer_Generation,4,0,5.48
140114,140114,4.0,Bajo,0,Ideation,3,0,10.67
140115,140115,2.33,Bajo,0,Summarizing_Reading,4,0,1.0
140116,140116,7.89,Medio,1,Debugging/Troubleshooting,3,1,17.43
140117,140117,1.89,Bajo,0,Summarizing_Reading,2,1,6.69
140118,140118,12.47,Medio,1,Summarizing_Reading,2,1,5.47
140119,140119,4.85,Bajo,0,Debugging/Troubleshooting,2,1,12.43
140120,140120,0.82,Bajo,0,Debugging/Troubleshooting,1,1,17.67
140121,140121,9.49,Medio,1,Ideation,1,1,12.52
140122,140122,20.31,Alto,2,Ideation,3,0,5.72
140123,140123,1.04,Bajo,0,Copywriting/Drafting,5,0,14.89
140124,140124,1.42,Bajo,0,Ideation,5,0,5.22
140125,140125,16.83,Alto,2,Summarizing_Reading,2,0,15.6
140126,140126,16.02,Alto,2,Debugging/Troubleshooting,5,0,8.24
140127,140127,7.35,Medio,1,Debugging/Troubleshooting,4,1,21.28
140128,140128,2.02,Bajo,0,Direct_Answer_Generation,2,1,14.62
140129,140129,20.13,Alto,2,Direct_Answer_Generation,3,0,2.63
140130,140130,8.2,Medio,1,Summarizing_Reading,2,0,9.96
140131,140131,1.77,Bajo,0,Debugging/Troubleshooting,5,0,16.63
140132,140132,2.52,Bajo,0,Debugging/Troubleshooting,1,0,2.48
140133,140133,3.89,Bajo,0,Direct_Answer_Generation,4,0,20.31
140134,140134,6.27,Medio,1,Direct_Answer_Generation,3,0,8.0
140135,140135,19.87,Alto,2,Direct_Answer_Generation,3,1,8.25
140136,140136,17.18,Alto,2,Ideation,2,1,17.77
140137,140137,4.17,Bajo,0,Summarizing_Reading,2,1,10.18
140138,140138,24.6,Alto,2,Debugging/Troubleshooting,4,0,11.18
140139,140139,2.85,Bajo,0,Summarizing_Reading,4,0,6.39
140140,140140,6.55,Medio,1,Copywriting/Drafting,2,0,11.36
140141,140141,0.02,Bajo,0,Ideation,3,0,18.57
140142,140142,9.27,Medio,1,Direct_Answer_Generation,5,1,10.79
140143,140143,13.5,Medio,1,Summarizing_Reading,4,1,8.65
140144,140144,2.68,Bajo,0,Copywriting/Drafting,4,1,18.89
140145,140145,3.71,Bajo,0,Debugging/Troubleshooting,2,1,1.83
140146,140146,1.06,Bajo,0,Copywriting/Drafting,5,0,6.43
140147,140147,27.01,Alto,2,Copywriting/Drafting,4,0,10.37
140148,140148,12.24,Medio,1,Copywriting/Drafting,4,0,8.72
140149,140149,1.94,Bajo,0,Direct_Answer_Generation,3,0,8.27
140150,140150,2.72,Bajo,0,Copywriting/Drafting,1,1,12.56
140151,140151,20.56,Alto,2,Debugging/Troubleshooting,5,1,15.23
140152,140152,4.28,Bajo,0,Direct_Answer_Generation,1,0,12.25
140153,140153,17.47,Alto,2,Debugging/Troubleshooting,1,1,14.87
140154,140154,5.59,Medio,1,Ideation,2,0,13.47
140155,140155,10.58,Medio,1,Direct_Answer_Generation,2,0,1.54
140156,140156,13.53,Medio,1,Summarizing_Reading,4,0,5.04
140157,140157,6.35,Medio,1,Copywriting/Drafting,5,0,6.01
140158,140158,5.45,Medio,1,Copywriting/Drafting,3,0,13.64
140159,140159,11.32,Medio,1,Ideation,1,1,9.34
140160,140160,22.43,Alto,2,Ideation,5,0,16.11
140161,140161,2.6,Bajo,0,Direct_Answer_Generation,3,0,13.78
140162,140162,14.31,Medio,1,Ideation,4,0,13.89
140163,140163,0.79,Bajo,0,Copywriting/Drafting,3,0,9.65
140164,140164,9.72,Medio,1,Debugging/Troubleshooting,2,1,11.7
140165,140165,12.19,Medio,1,Copywriting/Drafting,4,0,8.43
140166,140166,1.86,Bajo,0,Summarizing_Reading,3,1,12.48
140167,140167,3.79,Bajo,0,Debugging/Troubleshooting,3,0,2.51
140168,140168,7.62,Medio,1,Debugging/Troubleshooting,4,1,6.84
140169,140169,4.54,Bajo,0,Summarizing_Reading,5,0,12.8
140170,140170,13.74,Medio,1,Debugging/Troubleshooting,2,1,6.09
140171,140171,0.87,Bajo,0,Summarizing_Reading,2,0,12.44
140172,140172,11.91,Medio,1,Summarizing_Reading,1,0,14.9
140173,140173,1.34,Bajo,0,Debugging/Troubleshooting,2,1,1.01
140174,140174,2.11,Bajo,0,Copywriting/Drafting,5,0,18.9
140175,140175,6.62,Medio,1,Copywriting/Drafting,3,0,11.53
140176,140176,10.05,Medio,1,Copywriting/Drafting,4,0,9.35
140177,140177,0.46,Bajo,0,Summarizing_Reading,2,0,10.48
140178,140178,5.47,Medio,1,Direct_Answer_Generation,4,0,15.26
140179,140179,15.72,Alto,2,Debugging/Troubleshooting,3,1,8.14
140180,140180,1.1,Bajo,0,Ideation,4,0,17.61
140181,140181,24.59,Alto,2,Ideation,1,0,1.0
140182,140182,1.29,Bajo,0,Debugging/Troubleshooting,1,1,6.3
140183,140183,13.48,Medio,1,Direct_Answer_Generation,2,0,14.04
140184,140184,0.75,Bajo,0,Direct_Answer_Generation,4,1,12.87
140185,140185,18.82,Alto,2,Direct_Answer_Generation,3,0,5.94
140186,140186,11.07,Medio,1,Copywriting/Drafting,3,0,10.29
140187,140187,10.82,Medio,1,Ideation,2,0,18.59
140188,140188,15.56,Alto,2,Copywriting/Drafting,5,1,8.16
140189,140189,5.16,Medio,1,Debugging/Troubleshooting,3,0,11.16
140190,140190,11.64,Medio,1,Debugging/Troubleshooting,5,0,8.5
140191,140191,0.23,Bajo,0,Debugging/Troubleshooting,3,0,17.97
140192,140192,1.67,Bajo,0,Debugging/Troubleshooting,3,0,11.6
140193,140193,5.33,Medio,1,Summarizing_Reading,3,0,20.89
140194,140194,5.68,Medio,1,Ideation,4,1,4.26
140195,140195,6.2,Medio,1,Summarizing_Reading,4,0,15.92
140196,140196,7.55,Medio,1,Copywriting/Drafting,3,0,12.7
140197,140197,18.42,Alto,2,Summarizing_Reading,3,1,10.18
140198,140198,0.33,Bajo,0,Copywriting/Drafting,1,1,13.74
140199,140199,0.02,Bajo,0,Ideation,1,1,5.36
140200,140200,4.29,Bajo,0,Ideation,4,0,7.82
140201,140201,1.38,Bajo,0,Copywriting/Drafting,3,0,3.66
140202,140202,9.82,Medio,1,Ideation,5,1,15.91
140203,140203,2.87,Bajo,0,Copywriting/Drafting,5,1,8.69
140204,140204,17.54,Alto,2,Ideation,1,1,10.97
140205,140205,1.12,Bajo,0,Ideation,2,0,11.33
140206,140206,12.67,Medio,1,Direct_Answer_Generation,3,1,16.55
140207,140207,19.68,Alto,2,Direct_Answer_Generation,4,0,6.56
140208,140208,1.17,Bajo,0,Copywriting/Drafting,5,1,14.5
140209,140209,5.2,Medio,1,Debugging/Troubleshooting,3,0,14.8
140210,140210,16.83,Alto,2,Ideation,3,0,7.19
140211,140211,2.8,Bajo,0,Ideation,3,0,11.85
140212,140212,8.29,Medio,1,Summarizing_Reading,3,1,12.37
140213,140213,13.69,Medio,1,Summarizing_Reading,1,1,5.92
140214,140214,0.09,Bajo,0,Direct_Answer_Generation,1,0,13.1
140215,140215,5.34,Medio,1,Copywriting/Drafting,2,1,9.95
140216,140216,5.71,Medio,1,Copywriting/Drafting,4,0,14.9
140217,140217,3.35,Bajo,0,Ideation,3,1,9.87
140218,140218,7.58,Medio,1,Direct_Answer_Generation,2,1,12.33
140219,140219,0.52,Bajo,0,Summarizing_Reading,3,0,18.43
140220,140220,3.44,Bajo,0,Debugging/Troubleshooting,1,1,17.22
140221,140221,11.88,Medio,1,Debugging/Troubleshooting,4,1,10.8
140222,140222,2.97,Bajo,0,Direct_Answer_Generation,1,1,17.29
140223,140223,16.3,Alto,2,Ideation,5,1,13.12
140224,140224,2.32,Bajo,0,Direct_Answer_Generation,1,0,14.99
140225,140225,16.38,Alto,2,Copywriting/Drafting,1,0,18.44
140226,140226,40.0,Alto,2,Debugging/Troubleshooting,2,0,2.59
140227,140227,6.44,Medio,1,Summarizing_Reading,3,1,11.28
140228,140228,7.17,Medio,1,Debugging/Troubleshooting,4,1,19.52
140229,140229,0.65,Bajo,0,Ideation,4,0,14.57
140230,140230,40.0,Alto,2,Debugging/Troubleshooting,5,0,12.46
140231,140231,0.49,Bajo,0,Copywriting/Drafting,1,0,12.8
140232,140232,12.16,Medio,1,Debugging/Troubleshooting,3,1,6.72
140233,140233,15.55,Alto,2,Direct_Answer_Generation,5,0,10.54
140234,140234,0.54,Bajo,0,Direct_Answer_Generation,1,0,16.06
140235,140235,27.2,Alto,2,Copywriting/Drafting,3,0,1.0
140236,140236,2.96,Bajo,0,Summarizing_Reading,4,0,14.69
140237,140237,5.99,Medio,1,Debugging/Troubleshooting,3,0,24.18
140238,140238,1.02,Bajo,0,Summarizing_Reading,4,0,5.81
140239,140239,9.24,Medio,1,Summarizing_Reading,2,0,17.41
140240,140240,19.35,Alto,2,Copywriting/Drafting,2,1,11.09
140241,140241,2.75,Bajo,0,Debugging/Troubleshooting,3,1,11.15
140242,140242,1.63,Bajo,0,Direct_Answer_Generation,4,1,8.38
140243,140243,27.42,Alto,2,Ideation,3,1,12.8
140244,140244,2.05,Bajo,0,Summarizing_Reading,2,0,13.26
140245,140245,10.41,Medio,1,Copywriting/Drafting,4,1,19.33
140246,140246,3.45,Bajo,0,Ideation,4,0,13.61
140247,140247,5.85,Medio,1,Copywriting/Drafting,4,1,19.91
140248,140248,3.83,Bajo,0,Ideation,2,0,12.87
140249,140249,4.4,Bajo,0,Summarizing_Reading,4,1,10.08
140250,140250,16.31,Alto,2,Ideation,1,1,2.23
140251,140251,3.14,Bajo,0,Debugging/Troubleshooting,3,0,23.05
140252,140252,0.3,Bajo,0,Ideation,3,1,18.95
140253,140253,0.76,Bajo,0,Direct_Answer_Generation,5,1,11.36
140254,140254,24.42,Alto,2,Direct_Answer_Generation,1,1,6.96
140255,140255,2.54,Bajo,0,Direct_Answer_Generation,1,0,9.53
140256,140256,2.14,Bajo,0,Direct_Answer_Generation,3,0,11.41
140257,140257,3.49,Bajo,0,Copywriting/Drafting,3,0,3.52
140258,140258,4.57,Bajo,0,Summarizing_Reading,1,0,8.42
140259,140259,1.26,Bajo,0,Copywriting/Drafting,2,0,15.53
140260,140260,8.24,Medio,1,Ideation,4,0,16.67
140261,140261,40.0,Alto,2,Debugging/Troubleshooting,5,1,13.4
140262,140262,2.72,Bajo,0,Summarizing_Reading,5,1,5.09
140263,140263,6.1,Medio,1,Direct_Answer_Generation,3,1,21.39
140264,140264,28.03,Alto,2,Debugging/Troubleshooting,1,1,8.03
140265,140265,7.82,Medio,1,Ideation,3,1,10.1
140266,140266,21.02,Alto,2,Direct_Answer_Generation,4,1,5.91
140267,140267,6.36,Medio,1,Direct_Answer_Generation,3,0,9.28
140268,140268,7.42,Medio,1,Copywriting/Drafting,4,0,25.51
140269,140269,2.66,Bajo,0,Debugging/Troubleshooting,5,0,22.25
140270,140270,8.86,Medio,1,Ideation,3,0,6.3
140271,140271,3.64,Bajo,0,Debugging/Troubleshooting,4,0,11.61
140272,140272,9.09,Medio,1,Copywriting/Drafting,1,0,14.23
140273,140273,3.39,Bajo,0,Ideation,1,1,8.05
140274,140274,4.85,Bajo,0,Direct_Answer_Generation,3,0,8.04
140275,140275,9.05,Medio,1,Ideation,1,0,8.83
140276,140276,5.16,Medio,1,Ideation,2,0,15.02
140277,140277,5.84,Medio,1,Summarizing_Reading,2,0,6.99
140278,140278,3.14,Bajo,0,Copywriting/Drafting,3,0,17.34
140279,140279,7.41,Medio,1,Summarizing_Reading,3,0,6.88
140280,140280,23.98,Alto,2,Direct_Answer_Generation,4,0,11.27
140281,140281,8.57,Medio,1,Copywriting/Drafting,1,1,17.12
140282,140282,2.81,Bajo,0,Debugging/Troubleshooting,3,1,15.8
140283,140283,2.46,Bajo,0,Ideation,4,1,21.33
140284,140284,33.61,Alto,2,Debugging/Troubleshooting,5,1,11.18
140285,140285,25.01,Alto,2,Ideation,2,1,1.0
140286,140286,12.83,Medio,1,Direct_Answer_Generation,2,1,10.8
140287,140287,4.69,Bajo,0,Direct_Answer_Generation,3,1,19.54
140288,140288,7.23,Medio,1,Direct_Answer_Generation,3,0,14.1
140289,140289,7.78,Medio,1,Direct_Answer_Generation,2,0,22.91
140290,140290,3.96,Bajo,0,Summarizing_Reading,3,1,10.92
140291,140291,3.19,Bajo,0,Copywriting/Drafting,2,0,8.56
140292,140292,15.3,Alto,2,Copywriting/Drafting,1,0,10.72
140293,140293,18.64,Alto,2,Direct_Answer_Generation,3,1,16.54
140294,140294,8.92,Medio,1,Ideation,4,0,9.11
140295,140295,12.84,Medio,1,Summarizing_Reading,4,1,10.76
140296,140296,1.56,Bajo,0,Copywriting/Drafting,3,0,10.01
140297,140297,1.14,Bajo,0,Copywriting/Drafting,2,1,9.67
140298,140298,0.21,Bajo,0,Debugging/Troubleshooting,2,1,17.27
140299,140299,4.2,Bajo,0,Direct_Answer_Generation,2,1,9.61
140300,140300,10.28,Medio,1,Debugging/Troubleshooting,3,1,20.66
140301,140301,10.65,Medio,1,Debugging/Troubleshooting,4,1,15.29
140302,140302,2.97,Bajo,0,Direct_Answer_Generation,2,0,14.8
140303,140303,14.05,Medio,1,Copywriting/Drafting,3,1,14.97
140304,140304,6.85,Medio,1,Debugging/Troubleshooting,1,0,9.38
140305,140305,0.96,Bajo,0,Copywriting/Drafting,3,0,10.47
140306,140306,4.74,Bajo,0,Ideation,2,0,1.0
140307,140307,1.0,Bajo,0,Copywriting/Drafting,2,0,10.8
140308,140308,25.55,Alto,2,Ideation,3,0,15.14
140309,140309,1.87,Bajo,0,Summarizing_Reading,3,1,13.14
140310,140310,1.75,Bajo,0,Summarizing_Reading,2,1,12.93
140311,140311,8.11,Medio,1,Ideation,2,0,8.69
140312,140312,0.39,Bajo,0,Summarizing_Reading,2,0,9.02
140313,140313,2.17,Bajo,0,Debugging/Troubleshooting,4,1,13.22
140314,140314,21.94,Alto,2,Copywriting/Drafting,5,1,10.92
140315,140315,0.92,Bajo,0,Copywriting/Drafting,3,0,18.13
140316,140316,9.65,Medio,1,Ideation,4,1,4.03
140317,140317,7.95,Medio,1,Direct_Answer_Generation,4,0,12.62
140318,140318,0.34,Bajo,0,Direct_Answer_Generation,2,0,11.91
140319,140319,11.3,Medio,1,Summarizing_Reading,1,0,12.83
140320,140320,13.74,Medio,1,Copywriting/Drafting,5,1,3.46
140321,140321,14.38,Medio,1,Debugging/Troubleshooting,3,1,18.29
140322,140322,2.99,Bajo,0,Copywriting/Drafting,3,0,5.17
140323,140323,3.52,Bajo,0,Debugging/Troubleshooting,5,1,12.88
140324,140324,5.67,Medio,1,Copywriting/Drafting,2,0,12.17
140325,140325,16.1,Alto,2,Direct_Answer_Generation,1,0,18.8
140326,140326,0.53,Bajo,0,Summarizing_Reading,3,0,5.93
140327,140327,1.8,Bajo,0,Debugging/Troubleshooting,1,1,12.36
140328,140328,8.64,Medio,1,Direct_Answer_Generation,1,0,9.75
140329,140329,2.54,Bajo,0,Copywriting/Drafting,2,0,18.67
140330,140330,14.82,Medio,1,Debugging/Troubleshooting,3,0,9.76
140331,140331,7.93,Medio,1,Debugging/Troubleshooting,3,1,6.13
140332,140332,10.35,Medio,1,Ideation,3,1,10.55
140333,140333,3.96,Bajo,0,Copywriting/Drafting,2,0,7.08
140334,140334,2.03,Bajo,0,Debugging/Troubleshooting,1,1,22.35
140335,140335,2.31,Bajo,0,Copywriting/Drafting,1,0,4.71
140336,140336,1.21,Bajo,0,Copywriting/Drafting,2,0,17.1
140337,140337,5.07,Medio,1,Copywriting/Drafting,2,1,14.52
140338,140338,6.05,Medio,1,Summarizing_Reading,4,1,11.34
140339,140339,6.64,Medio,1,Copywriting/Drafting,3,0,10.95
140340,140340,14.37,Medio,1,Copywriting/Drafting,2,0,12.43
140341,140341,5.97,Medio,1,Direct_Answer_Generation,3,1,8.62
140342,140342,7.06,Medio,1,Copywriting/Drafting,1,1,7.87
140343,140343,8.87,Medio,1,Copywriting/Drafting,3,0,15.49
140344,140344,0.44,Bajo,0,Ideation,3,0,11.9
140345,140345,14.15,Medio,1,Debugging/Troubleshooting,3,0,7.01
140346,140346,13.21,Medio,1,Ideation,4,1,11.08
140347,140347,2.26,Bajo,0,Summarizing_Reading,3,0,13.64
140348,140348,0.53,Bajo,0,Copywriting/Drafting,3,0,14.45
140349,140349,21.01,Alto,2,Copywriting/Drafting,4,0,3.63
140350,140350,3.99,Bajo,0,Summarizing_Reading,4,0,9.22
140351,140351,2.18,Bajo,0,Summarizing_Reading,4,0,16.38
140352,140352,0.75,Bajo,0,Ideation,3,0,6.28
140353,140353,10.75,Medio,1,Summarizing_Reading,3,0,15.36
140354,140354,9.54,Medio,1,Ideation,2,0,17.21
140355,140355,3.77,Bajo,0,Summarizing_Reading,3,0,16.64
140356,140356,8.15,Medio,1,Copywriting/Drafting,2,0,10.4
140357,140357,3.54,Bajo,0,Direct_Answer_Generation,3,0,13.52
140358,140358,4.96,Bajo,0,Ideation,2,0,6.52
140359,140359,1.13,Bajo,0,Summarizing_Reading,3,0,3.19
140360,140360,11.72,Medio,1,Debugging/Troubleshooting,4,1,7.59
140361,140361,5.7,Medio,1,Debugging/Troubleshooting,2,0,11.02
140362,140362,2.89,Bajo,0,Copywriting/Drafting,3,1,19.24
140363,140363,8.82,Medio,1,Copywriting/Drafting,3,1,5.2
140364,140364,7.07,Medio,1,Debugging/Troubleshooting,3,0,13.82
140365,140365,5.73,Medio,1,Summarizing_Reading,3,0,15.59
140366,140366,15.39,Alto,2,Copywriting/Drafting,1,1,22.47
140367,140367,2.81,Bajo,0,Ideation,3,0,5.32
140368,140368,36.0,Alto,2,Direct_Answer_Generation,3,1,16.46
140369,140369,14.29,Medio,1,Ideation,4,0,13.99
140370,140370,4.14,Bajo,0,Debugging/Troubleshooting,2,0,10.43
140371,140371,15.65,Alto,2,Summarizing_Reading,2,1,9.11
140372,140372,12.75,Medio,1,Ideation,3,1,11.88
140373,140373,0.64,Bajo,0,Debugging/Troubleshooting,4,1,15.35
140374,140374,3.67,Bajo,0,Debugging/Troubleshooting,3,1,9.65
140375,140375,30.48,Alto,2,Debugging/Troubleshooting,3,1,6.39
140376,140376,8.46,Medio,1,Ideation,4,0,22.62
140377,140377,3.99,Bajo,0,Summarizing_Reading,1,0,13.3
140378,140378,9.32,Medio,1,Debugging/Troubleshooting,2,0,4.96
140379,140379,9.76,Medio,1,Copywriting/Drafting,4,1,10.23
140380,140380,1.24,Bajo,0,Debugging/Troubleshooting,1,1,7.35
140381,140381,6.58,Medio,1,Copywriting/Drafting,3,0,3.84
140382,140382,4.71,Bajo,0,Ideation,1,1,3.21
140383,140383,19.01,Alto,2,Ideation,1,1,13.35
140384,140384,4.99,Bajo,0,Copywriting/Drafting,2,0,21.19
140385,140385,0.56,Bajo,0,Ideation,3,0,4.62
140386,140386,9.34,Medio,1,Copywriting/Drafting,3,0,1.0
140387,140387,22.14,Alto,2,Ideation,2,1,21.57
140388,140388,6.21,Medio,1,Debugging/Troubleshooting,1,1,9.01
140389,140389,5.41,Medio,1,Ideation,3,1,6.45
140390,140390,23.58,Alto,2,Debugging/Troubleshooting,2,1,15.99
140391,140391,9.66,Medio,1,Copywriting/Drafting,5,0,13.48
140392,140392,9.97,Medio,1,Debugging/Troubleshooting,5,0,4.62
140393,140393,5.39,Medio,1,Summarizing_Reading,5,1,4.75
140394,140394,14.8,Medio,1,Copywriting/Drafting,1,0,7.15
140395,140395,0.74,Bajo,0,Copywriting/Drafting,4,0,15.54
140396,140396,10.83,Medio,1,Copywriting/Drafting,5,0,22.14
140397,140397,29.79,Alto,2,Debugging/Troubleshooting,5,1,10.07
140398,140398,26.69,Alto,2,Ideation,1,0,8.49
140399,140399,2.6,Bajo,0,Debugging/Troubleshooting,5,1,10.64
140400,140400,2.98,Bajo,0,Copywriting/Drafting,2,1,8.57
140401,140401,6.21,Medio,1,Direct_Answer_Generation,4,1,9.65
140402,140402,3.03,Bajo,0,Debugging/Troubleshooting,5,0,7.36
140403,140403,7.84,Medio,1,Copywriting/Drafting,4,0,9.15
140404,140404,0.48,Bajo,0,Direct_Answer_Generation,5,0,8.24
140405,140405,4.02,Bajo,0,Ideation,3,0,10.09
140406,140406,21.84,Alto,2,Direct_Answer_Generation,5,0,10.04
140407,140407,5.07,Medio,1,Copywriting/Drafting,1,0,5.77
140408,140408,10.15,Medio,1,Summarizing_Reading,5,0,18.46
140409,140409,3.64,Bajo,0,Copywriting/Drafting,4,0,19.65
140410,140410,34.0,Alto,2,Summarizing_Reading,1,0,8.87
140411,140411,1.01,Bajo,0,Summarizing_Reading,5,0,12.68
140412,140412,3.66,Bajo,0,Ideation,3,0,8.0
140413,140413,1.32,Bajo,0,Direct_Answer_Generation,5,0,13.39
140414,140414,20.01,Alto,2,Direct_Answer_Generation,3,1,21.14
140415,140415,18.73,Alto,2,Ideation,3,1,6.83
140416,140416,5.96,Medio,1,Summarizing_Reading,3,0,22.67
140417,140417,5.13,Medio,1,Direct_Answer_Generation,3,1,5.51
140418,140418,22.99,Alto,2,Ideation,5,1,9.22
140419,140419,6.39,Medio,1,Ideation,5,0,12.75
140420,140420,6.78,Medio,1,Copywriting/Drafting,4,0,11.59
140421,140421,5.93,Medio,1,Debugging/Troubleshooting,2,1,3.98
140422,140422,6.81,Medio,1,Debugging/Troubleshooting,3,0,13.57
140423,140423,0.47,Bajo,0,Ideation,3,0,17.7
140424,140424,1.54,Bajo,0,Summarizing_Reading,3,1,19.33
140425,140425,5.91,Medio,1,Summarizing_Reading,3,1,1.22
140426,140426,6.02,Medio,1,Debugging/Troubleshooting,4,0,3.95
140427,140427,0.24,Bajo,0,Debugging/Troubleshooting,2,0,15.05
140428,140428,2.93,Bajo,0,Debugging/Troubleshooting,3,1,7.11
140429,140429,8.07,Medio,1,Ideation,2,0,11.64
140430,140430,0.59,Bajo,0,Ideation,2,0,14.03
140431,140431,20.03,Alto,2,Ideation,3,1,17.02
140432,140432,6.86,Medio,1,Ideation,3,0,7.25
140433,140433,5.55,Medio,1,Summarizing_Reading,4,0,14.28
140434,140434,4.69,Bajo,0,Copywriting/Drafting,3,0,4.61
140435,140435,16.63,Alto,2,Copywriting/Drafting,5,1,11.82
140436,140436,9.48,Medio,1,Summarizing_Reading,2,1,1.0
